0,0.18461538461538463,0.720326894937079,0.54973235,0,0,1,1,0,0,0,0
0,0.06,0.8646631522032976,0.1780605,0,0,1,1,0,0,0,0
0,0.15538461538461537,0.5263835496929086,0.5429724,0,1,0,0,0,0,1,0
0,0.20307692307692307,0.7238721322537107,0.8209445,1,0,0,0,1,0,0,0
0,0.3523076923076923,0.7813343653250768,0.8593120000000001,0,0,1,0,0,0,0,1
0,0.5353846153846153,0.740564044080762,0.294295,0,0,1,0,0,0,1,0
0,0.2153846153846154,0.9267013888888888,0.136063,1,0,0,0,0,0,0,1
1,0.7846153846153846,0.5036387272857856,0.446753,0,0,1,1,0,0,0,0
0,0.36923076923076925,0.6191291889904399,0.32759499999999997,0,0,1,0,0,1,0,0
0,0.536923076923077,0.49604171431922833,0.3994085,0,0,1,0,1,0,0,0
0,0.4276923076923077,0.36185824561403473,0.2333325,0,1,0,0,1,0,0,0
0,0.3030769230769231,0.3448009479527104,0.807194,1,0,0,0,0,0,0,1
0,0.2523076923076923,0.49857674817674796,0.1734735,0,1,0,0,0,0,1,0
0,0.43846153846153846,1.0,0.657658,1,0,0,1,0,0,0,0
0,0.3292307692307692,0.48067410889150014,0.218271,1,0,0,1,0,0,0,0
0,0.10923076923076923,0.6802483532934128,0.33994250000000004,0,0,1,0,1,0,0,0
0,0.41846153846153844,0.6347889221556884,0.396197,0,0,1,1,0,0,0,0
0,0.18769230769230769,0.6149999999999997,0.306703,1,0,0,0,1,0,0,0
1,0.8738461538461538,0.7589716271476082,0.362622,1,0,0,0,0,0,0,1
0,0.25384615384615383,0.6456183206106869,0.4636277,0,0,1,0,0,0,1,0
1,0.6461538461538462,0.6298071428571423,0.21760649999999998,1,0,0,1,0,0,0,0
0,0.2923076923076923,0.544921335597057,0.4177865,0,1,0,0,0,0,1,0
0,0.33384615384615385,0.6672342995169079,0.378131,1,0,0,1,0,0,0,0
0,0.11384615384615385,0.6883529411764703,0.32291349999999996,0,0,1,0,1,0,0,0
1,1.0,0.5620133563119342,0.649302,1,0,0,0,0,0,0,1
0,0.24461538461538462,0.486273148148148,0.734719,1,0,0,1,0,0,0,0
0,0.21846153846153846,0.8524437107956421,0.8596295,1,0,0,1,0,0,0,0
0,0.4046153846153846,0.6993397218453187,0.48143025,1,0,0,1,0,0,0,0
1,1.0,0.5658909090909087,0.6406775,1,0,0,0,0,0,0,1
0,0.24923076923076923,0.702396325459317,0.46521105,0,0,1,1,0,0,0,0
0,0.28,0.7367756813417188,0.325978,1,0,0,1,0,0,0,0
0,0.6107692307692307,0.5136925268817201,0.34437300000000004,0,0,1,0,0,1,0,0
0,0.5046153846153846,0.5828590146750521,0.7687345,0,0,1,0,0,0,0,1
0,0.5323076923076923,0.530691941913439,0.5771525,0,1,0,0,1,0,0,0
0,0.26615384615384613,0.4799246527777775,0.241311,1,0,0,1,0,0,0,0
0,0.5753846153846154,0.45433320374369995,0.7020365,0,1,0,1,0,0,0,0
1,0.6338461538461538,0.7171151842948712,0.35675049999999997,0,0,1,0,0,1,0,0
0,0.1076923076923077,0.5102827769714556,0.5120978,1,0,0,1,0,0,0,0
0,0.20615384615384616,0.5947025703794366,0.7762815000000001,0,0,1,0,1,0,0,0
1,0.6846153846153846,0.7253669149278906,0.48096605,0,0,1,0,0,0,1,0
0,0.3984615384615385,0.6412830237358096,0.1756895,1,0,0,1,0,0,0,0
0,0.42,0.40779345425277025,0.3613765,0,1,0,0,0,0,1,0
0,0.6153846153846154,0.6510856248602728,0.30733,0,1,0,0,0,1,0,0
0,0.27692307692307694,0.7645935651478813,0.34359700000000004,1,0,0,0,0,0,0,1
0,0.4369230769230769,0.33511348497020826,0.36883350000000004,0,1,0,0,0,0,1,0
0,0.21384615384615385,0.5645367965367962,0.831345,0,0,1,0,0,0,1,0
0,0.18461538461538463,0.6193551401869153,0.7111885,1,0,0,0,1,0,0,0
1,0.8092307692307692,0.5789838693365691,0.599453,0,1,0,0,0,0,0,1
1,0.8184615384615385,0.4506394065791028,0.4741104,0,1,0,0,1,0,0,0
0,0.5107692307692308,0.2635067016317014,0.635732,0,1,0,0,0,0,1,0
0,0.4584615384615385,0.3707448878242576,0.713865,1,0,0,0,0,0,0,1
0,0.27384615384615385,0.685361094027607,0.22721550000000001,0,0,1,0,0,0,0,1
0,0.23846153846153847,0.9013010752688165,0.5115433,0,0,1,1,0,0,0,0
0,0.31076923076923074,0.7553598233995582,0.35646449999999996,0,0,1,0,1,0,0,0
0,0.40923076923076923,0.6808690247545878,0.2564785,0,0,1,0,0,1,0,0
0,0.2876923076923077,0.5570124973066143,0.21322799999999997,1,0,0,1,0,0,0,0
0,0.10307692307692308,0.6146464646464641,0.177854,0,0,1,0,0,0,1,0
0,0.45692307692307693,0.5978740644789866,0.254645,0,0,1,1,0,0,0,0
0,0.30153846153846153,0.3141723971278651,0.7377485,0,1,0,0,0,0,0,1
0,0.19692307692307692,0.6933472222222217,0.5711615,1,0,0,1,0,0,0,0
0,0.3476923076923077,0.5890979967948716,0.26206799999999997,1,0,0,0,0,1,0,0
0,0.18,0.6801348514211881,0.24322300000000002,0,0,1,0,0,0,1,0
0,0.5123076923076924,0.5684580769230766,0.894324,1,0,0,0,0,0,0,1
0,0.3261538461538461,0.6736348039215682,0.879432,0,0,1,0,0,0,1,0
0,0.3569230769230769,0.46144369249823025,0.18461300000000003,1,0,0,1,0,0,0,0
1,0.68,0.44720328358208905,0.48040465,0,1,0,0,0,0,1,0
0,0.2276923076923077,0.7097163724253884,0.5313744499999999,0,0,1,0,1,0,0,0
0,0.3169230769230769,0.45307325174825125,0.265281,0,0,1,0,0,0,1,0
1,0.7646153846153846,0.6015765765765764,0.22599399999999997,1,0,0,0,0,1,0,0
0,0.2246153846153846,0.6928155737704917,0.3108935,1,0,0,0,1,0,0,0
0,0.3323076923076923,0.664294086123195,0.777014,0,0,1,0,1,0,0,0
0,0.07384615384615385,0.503690195221445,0.9174365,1,0,0,0,0,0,1,0
0,0.30153846153846153,0.5597882014874912,0.19273600000000002,0,0,1,0,1,0,0,0
1,0.6369230769230769,0.7657730015082952,0.2955365,1,0,0,0,0,0,0,1
0,0.09230769230769231,0.5801236140599194,0.25955700000000004,0,0,1,0,0,0,1,0
0,0.08153846153846153,0.614173230593607,0.31414,0,0,1,0,1,0,0,0
0,0.13384615384615384,0.9171552946592996,0.802691,1,0,0,0,1,0,0,0
0,0.4523076923076923,0.8661051546391751,0.288576,1,0,0,0,0,0,1,0
1,1.0,0.6331793478260865,0.3034975,0,0,1,0,0,0,0,1
0,0.5923076923076923,0.7904780950857263,0.716607,1,0,0,0,0,0,0,1
1,0.6646153846153846,0.6930239416983522,0.197832,1,0,0,0,0,0,0,1
0,0.6,0.6452831632653061,0.22210400000000002,1,0,0,0,0,1,0,0
0,0.31076923076923074,0.5313012360446568,0.424257,1,0,0,1,0,0,0,0
0,0.20153846153846153,0.6443303167420809,0.2205495,0,0,1,1,0,0,0,0
1,0.6353846153846154,0.5438407118055554,0.5731025,1,0,0,0,0,0,0,1
0,0.3292307692307692,0.8085362745098034,0.8340915,0,0,1,0,1,0,0,0
1,0.7938461538461539,0.5743724954462655,0.1929495,0,1,0,0,0,1,0,0
0,0.3323076923076923,0.34294854368932,0.6881355,0,1,0,0,0,0,1,0
0,0.44153846153846155,0.6962064718112363,0.20007200000000003,1,0,0,0,0,1,0,0
0,0.31846153846153846,0.7647454229797978,0.6704825,0,0,1,0,1,0,0,0
0,0.32153846153846155,0.7075942028985504,0.316655,1,0,0,1,0,0,0,0
0,0.24307692307692308,0.5181299019607845,0.8000545,1,0,0,0,0,0,1,0
0,0.22923076923076924,0.37986342229199344,0.2487225,0,1,0,0,0,0,1,0
0,0.3707692307692308,0.867661764705882,0.57205,1,0,0,0,0,0,0,1
1,0.8061538461538461,0.7439906466123688,0.186334,0,1,0,0,0,0,0,1
1,0.6846153846153846,0.8128816128109809,0.377451,0,0,1,0,0,0,0,1
0,0.4584615384615385,0.6258389592123765,0.605358,1,0,0,0,0,0,0,1
0,0.3076923076923077,0.9562806026365346,0.521079,0,0,1,0,1,0,0,0
0,0.28923076923076924,0.6685540346302976,0.53228055,0,0,1,1,0,0,0,0
0,0.48,0.45912323383084536,0.420334,0,1,0,0,0,0,1,0
0,0.24,0.6218426066686935,0.824557,0,0,1,0,0,0,0,1
0,0.49846153846153846,0.4702553285827392,0.429072,0,0,1,0,0,1,0,0
0,0.4153846153846154,0.42121721311475396,0.399534,0,0,1,0,0,0,0,1
