0,0.18461538461538463,0.39743669307511736,0.48000375,0.04252918697236224,0,1,0,0,0,0,1,0
1,0.37384615384615383,0.6445555555555551,0.21262750000000002,0.08371784002499645,1,0,0,1,0,0,0,0
0,0.24153846153846154,0.8842472222222217,0.6653245,0.06420234213875915,0,0,1,0,1,0,0,0
1,0.07230769230769231,0.5757083333333334,0.2238055,0.04252918697236224,1,0,0,0,0,0,1,0
1,0.4584615384615385,0.6942556019708651,0.2770535,0.12392415033402192,1,0,0,0,0,0,0,1
0,0.1646153846153846,0.8614543204320426,0.7767325,0.04252918697236224,0,0,1,0,1,0,0,0
1,0.28,0.6434277777777773,0.324701,0.07705702419119263,0,0,1,1,0,0,0,0
0,0.4153846153846154,0.44751625683060087,0.7568085,0.07034728349355235,0,0,1,0,0,0,0,1
1,0.23384615384615384,0.5889231707317066,0.216603,0.07101542797129452,0,0,1,0,1,0,0,0
1,0.24307692307692308,0.514023182957393,0.2742775,0.17144787817842894,1,0,0,0,1,0,0,0
1,0.9292307692307692,0.5691374358576647,0.29336,0.07458939854725398,1,0,0,0,0,1,0,0
0,0.16153846153846155,0.7621282338308456,0.6227345,0.04252918697236224,1,0,0,1,0,0,0,0
0,0.32461538461538464,0.6344219298245609,0.45940915,0.09965109467610951,0,0,1,1,0,0,0,0
0,0.45692307692307693,0.6400246959543308,0.5,0.04252918697236224,1,0,0,0,0,1,0,0
0,1.0,0.6545588879051693,0.439925,0.04252918697236224,1,0,0,0,1,0,0,0
0,0.31076923076923074,0.6507264373851406,0.6170945,0.08047081891896044,1,0,0,0,1,0,0,0
1,0.5953846153846154,0.651117349970291,0.33082,0.052239768852889085,1,0,0,1,0,0,0,0
1,1.0,0.5138087048241393,0.3562905,0.0491045420245387,0,1,0,0,0,1,0,0
0,0.2523076923076923,0.6269174495987471,0.8722425,0.04252918697236224,1,0,0,0,0,0,0,1
0,0.4584615384615385,0.8686233349317983,0.5,0.13905952668971663,0,0,1,0,0,0,0,1
1,0.9015384615384615,0.739101345933562,0.344771,0.09522097738994562,1,0,0,0,0,1,0,0
0,0.21076923076923076,0.46715567765567745,0.4547216,0.04252918697236224,0,0,1,0,1,0,0,0
1,0.8215384615384616,0.7213582228563499,0.221173,0.16245366411667386,0,0,1,0,0,0,1,0
0,0.6061538461538462,0.7548571556111057,0.7744139999999999,0.04252918697236224,0,0,1,0,0,0,1,0
0,0.25846153846153846,0.6332776217228461,0.583608,0.07290292896254415,0,0,1,1,0,0,0,0
1,0.16615384615384615,0.9390069930069928,0.16576400000000002,0.026943682134956674,0,0,1,0,0,0,0,1
1,0.6169230769230769,0.6617113266061838,0.2632725,0.06968801175548327,0,1,0,0,0,1,0,0
0,0.32461538461538464,0.5216667425622342,0.4440215,0.06614520298987862,0,1,0,0,0,0,1,0
0,0.7015384615384616,0.46096434357956184,0.632783,0.15080574192695625,0,0,1,0,1,0,0,0
1,0.13076923076923078,0.4923273305084744,0.2578635,0.10426106946156798,1,0,0,1,0,0,0,0
0,0.13846153846153847,0.6934031100478464,0.54976205,0.06430655903962415,1,0,0,0,0,1,0,0
0,0.3769230769230769,0.816467879639752,0.46817925,0.0605787696280467,0,0,1,1,0,0,0,0
1,0.2815384615384615,0.6246858513189447,0.358585,0.19177576437862168,0,0,1,0,0,0,1,0
0,0.09230769230769231,0.4229479166666664,0.4382655,0.09566915084543481,1,0,0,1,0,0,0,0
0,0.24153846153846154,0.6567445054945051,0.4505209,0.05614889772919158,1,0,0,0,0,0,1,0
1,0.6076923076923076,0.7648549038389301,0.19659,0.04252918697236224,1,0,0,0,0,1,0,0
1,0.27384615384615385,0.8634365671641788,0.170703,0.03731280335128334,1,0,0,1,0,0,0,0
0,0.07692307692307693,0.39967229729729703,0.5537495,0.04252918697236224,0,0,1,0,0,1,0,0
0,0.32769230769230767,0.39521885113268596,0.7109435,0.036727855168003205,0,1,0,0,0,0,1,0
0,0.98,0.6077378756830595,0.6445985,0.1578344339300463,0,0,1,0,0,0,0,1
0,0.30615384615384617,0.5440361415907257,0.5956525,0.04252918697236224,1,0,0,1,0,0,0,0
0,0.7323076923076923,0.5596908602150534,0.7697455,0.05989343293326554,0,1,0,0,0,0,0,1
1,0.06,0.8646631522032976,0.1780605,0.13394799458736703,0,0,1,1,0,0,0,0
0,0.2953846153846154,0.8243958333333329,0.4664882,0.04252918697236224,0,0,1,1,0,0,0,0
0,0.64,0.6674240196078429,0.53254695,0.05018100290508429,1,0,0,0,0,1,0,0
0,0.17692307692307693,0.5067104205318487,0.47226535000000003,0.04252918697236224,1,0,0,1,0,0,0,0
1,0.2553846153846154,0.6844224806201552,0.142127,0.04252918697236224,1,0,0,1,0,0,0,0
1,0.1676923076923077,0.46913507786319714,0.290754,0.06431351737855553,1,0,0,1,0,0,0,0
1,0.07846153846153846,0.5902128378378376,0.24187550000000002,0.19742796332528637,0,0,1,0,0,0,1,0
0,0.40923076923076923,0.7377116866438352,0.46457795,0.04252918697236224,1,0,0,0,0,1,0,0
1,0.31384615384615383,0.5786873822975516,0.253303,0.0716550724003857,1,0,0,0,0,0,1,0
0,0.2353846153846154,0.6668928571428571,0.537204,-0.02101764735434934,0,0,1,1,0,0,0,0
0,0.6846153846153846,0.7253669149278906,0.48096605,0.008738756733161927,0,0,1,0,0,0,1,0
0,1.0,0.43623506188647004,0.6886055,0.09671793579405093,0,0,1,0,0,0,0,1
0,1.0,0.5476480830995644,0.65915,0.0637329479431315,1,0,0,0,0,0,0,1
0,0.4584615384615385,0.6491150472334681,0.5203393,0.056987259229054184,1,0,0,0,1,0,0,0
0,0.26,0.438513205828779,0.560535,0.04252918697236224,1,0,0,1,0,0,0,0
1,0.6446153846153846,0.7401624242424238,0.2880465,0.08288344042075434,0,0,1,0,0,1,0,0
0,0.38769230769230767,0.4760439627488758,0.50963925,0.02202515661950554,0,1,0,0,0,1,0,0
1,1.0,0.402035120370158,0.381718,0.08371784002499645,0,1,0,0,1,0,0,0
0,0.3676923076923077,0.8621008360399373,0.5,0.04252918697236224,0,0,1,0,0,0,0,1
0,0.5030769230769231,0.6636929347826083,0.46992145,0.04252918697236224,1,0,0,1,0,0,0,0
1,0.48615384615384616,0.647975427350427,0.3133335,0.1747653553409271,0,1,0,0,0,1,0,0
1,0.14923076923076922,0.6022638888888885,0.333511,0.04252918697236224,1,0,0,1,0,0,0,0
1,0.4523076923076923,0.7726099767306571,0.343515,0.04252918697236224,1,0,0,0,0,1,0,0
0,0.2169230769230769,0.5683338839941264,0.590365,0.09241365229039876,0,0,1,0,0,0,0,1
1,0.45384615384615384,0.3138481355505164,0.16722199999999998,0.17200033572147047,0,1,0,0,0,0,1,0
0,1.0,0.6494595238095237,0.6541895,0.13488431748631655,1,0,0,0,0,0,0,1
0,0.046153846153846156,0.5863152066929131,0.425519,0.1929494433997828,0,1,0,0,0,0,1,0
0,0.5938461538461538,0.6718781903974017,0.8462164999999999,0.04252918697236224,1,0,0,0,0,0,0,1
0,0.4707692307692308,0.6637166107137641,0.743181,0.07284649067562034,0,0,1,0,0,0,1,0
1,0.44153846153846155,0.6962064718112363,0.20007200000000003,0.07807334341059803,1,0,0,0,0,1,0,0
0,0.3923076923076923,0.599689806412583,0.733599,0.11742131371509092,1,0,0,0,1,0,0,0
0,0.3507692307692308,0.6228994711042307,0.721486,0.03700615396574868,0,0,1,0,1,0,0,0
1,0.6584615384615384,0.5879744306179667,0.26975550000000004,0.04252918697236224,0,0,1,0,0,1,0,0
0,1.0,0.5553625610323178,0.65915,0.0637329479431315,1,0,0,0,0,0,0,1
1,0.2630769230769231,0.6556085630743524,0.20791349999999997,0.04252918697236224,0,0,1,0,0,0,1,0
1,0.3523076923076923,0.6167266260162602,0.3761675,0.15361930054055903,1,0,0,0,0,1,0,0
1,0.8738461538461538,0.7589716271476082,0.362622,0.08629320984993431,1,0,0,0,0,0,0,1
0,0.676923076923077,0.5289317350670456,0.43015749999999997,0.16670749820769004,0,1,0,0,0,0,0,1
0,0.46,0.7091455682782014,0.434918,0.05598195669979627,0,0,1,0,0,1,0,0
1,0.676923076923077,0.7828266081871343,0.2099045,0.04252918697236224,0,0,1,1,0,0,0,0
0,0.22923076923076924,0.8286347905282326,0.5,0.07326078784812005,1,0,0,0,0,0,0,1
0,0.28615384615384615,0.4622526714329643,0.411589,0.04252918697236224,0,0,1,0,1,0,0,0
1,0.6261538461538462,0.498715035008288,0.1866735,0.0449632150840355,1,0,0,0,0,1,0,0
0,0.09230769230769231,0.8014795258620685,0.825334,0.04252918697236224,0,0,1,0,0,0,1,0
0,0.09846153846153846,0.3895736294517806,0.4524467,0.04252918697236224,0,0,1,0,0,0,1,0
0,0.2246153846153846,0.7587136015325668,0.650877,0.1561164127722555,0,0,1,0,1,0,0,0
1,0.2353846153846154,0.7862679988662128,0.2690665,0.08117010244483604,0,0,1,1,0,0,0,0
0,0.5030769230769231,0.5146967592592591,0.554702,0.0577754249987954,1,0,0,0,0,0,0,1
0,0.15692307692307692,0.7074070855614972,0.46854565,0.03853205286627903,0,0,1,1,0,0,0,0
0,0.12,0.5457404806491885,0.47531995,0.09810154852339974,0,1,0,0,0,0,1,0
1,0.6661538461538462,0.7206824009324004,0.3332465,0.18459712858080501,0,0,1,0,0,0,1,0
0,0.7569230769230769,0.7220077475434616,0.4207885,0.0890137470244928,0,1,0,0,0,1,0,0
1,0.12615384615384614,0.809756805341551,0.245238,0.04252918697236224,0,0,1,1,0,0,0,0
0,0.32769230769230767,0.6571502442996738,0.7441025,0.04252918697236224,1,0,0,0,0,1,0,0
0,1.0,0.6260750733799952,0.6301185,0.04252918697236224,1,0,0,0,0,0,0,1
0,0.5307692307692308,0.8252946482317526,0.705478,0.04252918697236224,1,0,0,0,0,0,0,1
1,0.3707692307692308,0.5556702380952375,0.1900555,0.04252918697236224,0,0,1,1,0,0,0,0
1,0.36,0.643911930387714,0.34204,0.14128283229544605,1,0,0,0,0,0,0,1
1,0.8123076923076923,0.49934399999999973,0.353305,0.1747653553409271,1,0,0,0,0,1,0,0
1,0.3076923076923077,0.6375813049357669,0.2124955,0.08461844568051549,0,0,1,1,0,0,0,0
1,0.5692307692307692,0.5310058528428087,0.307166,0.06734549511589245,1,0,0,0,0,1,0,0
1,0.20153846153846153,0.49406581230810265,0.31493899999999997,0.08029813733517442,0,0,1,0,1,0,0,0
0,0.7476923076923077,0.6185569852941171,0.5168378,0.040791026279324794,1,0,0,0,0,1,0,0
0,0.9,0.4214708686103504,0.6492915,0.17153015412807307,0,0,1,0,0,0,0,1
0,0.5415384615384615,0.5594462498286028,0.5,0.08314323211214336,0,0,1,0,0,1,0,0
0,0.33076923076923076,0.8394205519828508,0.7924225,0.04252918697236224,0,0,1,0,1,0,0,0
