0,0.15692307692307692,0.6989962121212117,0.226593,0.17580929998292963,0,1,0,0,1,0,0,0
1,0.18461538461538463,0.7678729231568013,0.8858874999999999,0.04958144522698826,0,0,1,0,1,0,0,0
0,1.0,0.4542128834080214,0.43452999999999997,0.048898290768442036,1,0,0,0,0,0,1,0
0,0.13692307692307693,0.37564237967914405,0.4847579,0.04958144522698826,0,1,0,0,1,0,0,0
1,0.5430769230769231,0.35340624999999976,0.6530965,0.04958144522698826,1,0,0,0,0,0,1,0
0,0.5353846153846153,0.740564044080762,0.294295,0.04958144522698826,0,0,1,0,0,0,1,0
1,0.5615384615384615,0.8833548387096769,0.7697925,0.07401585121293933,0,1,0,0,0,0,0,1
0,1.0,0.6591024432622843,0.21929749999999998,0.07553209976850588,0,1,0,0,0,0,0,1
0,0.6123076923076923,0.5009496705294246,0.49915141,0.042063739722242234,1,0,0,0,0,0,0,1
0,1.0,0.34651015708024435,0.54403545,0.02052750880956036,1,0,0,0,0,0,1,0
0,0.3892307692307692,0.5576095255298651,0.5937285,0.044197199312357535,0,1,0,1,0,0,0,0
0,0.22923076923076924,0.8286347905282326,0.5,0.038071774834616275,0,1,0,0,0,0,0,1
1,0.13384615384615384,0.501450683060109,0.801678,0.09596226433299519,0,1,0,0,1,0,0,0
0,0.21846153846153846,0.40461617927526966,0.270384,0.02539159730813443,1,0,0,0,0,1,0,0
1,0.17076923076923076,0.46845885394226605,0.61604,0.20247350887374188,0,0,1,0,0,0,1,0
0,0.26615384615384613,0.6081265664160398,0.204345,0.03556351025121579,0,0,1,1,0,0,0,0
0,0.24461538461538462,0.5659586563307487,0.20990350000000002,0.04958144522698826,0,1,0,0,0,1,0,0
0,0.18461538461538463,0.6036375181422348,0.2569365,0.03490766762725002,1,0,0,0,1,0,0,0
0,0.04923076923076923,0.36925151081424895,0.4903635,0.19784030942796996,1,0,0,0,0,0,1,0
0,0.8430769230769231,0.7625324373712,0.5,0.029022423600965408,1,0,0,0,0,0,0,1
0,0.7630769230769231,0.48010223367697574,0.47969405,0.06270702208063364,0,1,0,0,0,0,1,0
0,0.5138461538461538,0.6483368217054258,0.5,0.06620262889384729,0,1,0,0,0,1,0,0
0,0.4276923076923077,0.36185824561403473,0.2333325,0.04958144522698826,1,0,0,0,1,0,0,0
0,0.08923076923076922,0.6284666666666666,0.18415949999999998,0.06348245470192626,0,0,1,0,0,0,0,1
0,0.4015384615384615,0.8192680451127814,0.2572275,0.04958144522698826,0,1,0,1,0,0,0,0
1,0.2,0.5121227339992598,0.8129580000000001,0.04109146329224075,0,0,1,1,0,0,0,0
0,0.22153846153846155,0.7621127779551012,0.2675765,0.04958144522698826,0,0,1,0,0,0,1,0
0,1.0,0.5123140612409344,0.7239800000000001,0.04958144522698826,0,1,0,0,0,0,0,1
0,0.25846153846153846,0.6267121212121206,0.22554999999999997,0.015811307700176983,0,1,0,1,0,0,0,0
0,0.46307692307692305,0.6102674242424243,0.3459135,0.16579748470654046,0,1,0,0,0,0,0,1
0,0.20153846153846153,0.5285575634517765,0.400758,0.05931949974518343,0,0,1,0,1,0,0,0
0,0.7938461538461539,0.2612216922413258,0.5164998,0.04958144522698826,1,0,0,0,1,0,0,0
0,0.7061538461538461,0.5260234863176033,0.1928085,0.18055066837079262,0,0,1,0,0,0,1,0
0,0.48923076923076925,0.6842918041804178,0.4145885,0.009488894963657282,0,1,0,0,0,1,0,0
0,0.13846153846153847,0.44113636363636316,0.22094999999999998,0.04958144522698826,0,0,1,0,1,0,0,0
0,0.3446153846153846,0.6842878787878784,0.447838,0.024124496045758604,0,1,0,1,0,0,0,0
0,0.5907692307692308,0.806193965517241,0.17631950000000002,0.08595723786965666,0,1,0,1,0,0,0,0
0,0.25846153846153846,0.5438509121409095,0.445351,0.03202439275299343,0,1,0,1,0,0,0,0
1,0.38769230769230767,0.6964116071428568,0.7561450000000001,0.04553933147225511,0,1,0,0,0,1,0,0
0,0.43538461538461537,0.6277870370370365,0.26366500000000004,0.05035417257925047,0,1,0,1,0,0,0,0
1,0.21384615384615385,0.3528475877192979,0.6599125,0.09139261480480726,0,1,0,0,1,0,0,0
0,0.7569230769230769,0.7220077475434616,0.4207885,0.042316143317278516,1,0,0,0,0,1,0,0
0,0.12615384615384614,0.809756805341551,0.245238,0.052100884330341074,0,0,1,1,0,0,0,0
0,1.0,0.4279527571251547,0.4370775,0.0634268613177777,1,0,0,0,0,1,0,0
0,0.22923076923076924,0.5703493589743587,0.504625035,0.04958144522698826,0,1,0,0,0,1,0,0
1,0.6246153846153846,0.4967780119284292,0.63809,0.06715901124801224,1,0,0,0,0,0,1,0
0,0.1676923076923077,0.8834637598375219,0.401127,0.0837247271423719,0,0,1,1,0,0,0,0
1,0.7,0.6675277777777773,0.807036,0.19209314766967925,0,1,0,0,0,0,0,1
0,1.0,0.42985561752116674,0.5,0.09790264041292485,1,0,0,0,0,0,0,1
0,0.5169230769230769,0.6078564953810622,0.199419,0.043714116262282866,1,0,0,0,0,1,0,0
0,0.3830769230769231,0.29567920876690246,0.53660555,0.04209042671583682,1,0,0,0,0,0,1,0
0,0.5861538461538461,0.7702568722568718,0.5102085,0.0520534964418244,0,1,0,0,0,0,0,1
0,0.19076923076923077,0.5689944444444442,0.33681099999999997,0.06749289958661468,0,1,0,1,0,0,0,0
0,0.2846153846153846,0.37932852248706156,0.4312775,0.04958144522698826,0,1,0,0,1,0,0,0
0,0.46153846153846156,0.607990857946554,0.5968145,0.10207902933515588,0,1,0,1,0,0,0,0
0,0.48,0.45912323383084536,0.420334,0.03556351025121579,1,0,0,0,0,0,1,0
0,0.15692307692307692,0.6800120967741928,0.21181299999999997,0.04973389647930313,0,1,0,1,0,0,0,0
0,0.2953846153846154,0.49186171310629495,0.3584505,0.04958144522698826,0,1,0,0,1,0,0,0
1,0.3646153846153846,0.27676209231619686,0.7829875,0.04958144522698826,1,0,0,0,0,0,1,0
0,0.14923076923076922,0.49917179863147587,0.23592849999999999,0.07331588943516672,0,0,1,0,0,1,0,0
0,0.4123076923076923,0.7325350076103497,0.2864055,0.06147964249816201,0,1,0,0,0,1,0,0
1,0.6230769230769231,0.44706652882772296,0.736198,0.19545750917540283,0,1,0,0,0,0,1,0
1,0.4169230769230769,0.6968444136657429,0.8195085,0.054685336980617054,0,1,0,0,0,0,0,1
0,0.5692307692307692,0.7197013888888885,0.40242849999999997,0.058321197823953674,0,1,0,0,0,0,0,1
